"","Nationality","Date.1","Artist"
"35656","French",1899,"Eug¨¨ne Atget"
"35657","French",1899,"Eug¨¨ne Atget"
"35658","French",1912,"Eug¨¨ne Atget"
"35659","French",1899,"Eug¨¨ne Atget"
"35660","French",1899,"Eug¨¨ne Atget"
"35661","French",1910,"Eug¨¨ne Atget"
"35662","French",1902,"Eug¨¨ne Atget"
"35663","French",1899,"Eug¨¨ne Atget"
"35664","French",1899,"Eug¨¨ne Atget"
"35665","French",1902,"Eug¨¨ne Atget"
"35666","French",1899,"Eug¨¨ne Atget"
"35667","French",1902,"Eug¨¨ne Atget"
"35668","French",1910,"Eug¨¨ne Atget"
"35669","French",1912,"Eug¨¨ne Atget"
"35670","French",1912,"Eug¨¨ne Atget"
"35671","French",1913,"Eug¨¨ne Atget"
"35672","French",1923,"Eug¨¨ne Atget"
"35674","French",1902,"Eug¨¨ne Atget"
"35676","French",1912,"Eug¨¨ne Atget"
"35678","French",1910,"Eug¨¨ne Atget"
"35679","French",1910,"Eug¨¨ne Atget"
"35680","French",1913,"Eug¨¨ne Atget"
"35681","French",1902,"Eug¨¨ne Atget"
"35682","French",1912,"Eug¨¨ne Atget"
"35683","French",1913,"Eug¨¨ne Atget"
"35684","French",1913,"Eug¨¨ne Atget"
"35685","French",1913,"Eug¨¨ne Atget"
"35686","French",1913,"Eug¨¨ne Atget"
"35687","French",1910,"Eug¨¨ne Atget"
"35688","French",1902,"Eug¨¨ne Atget"
"35689","French",1910,"Eug¨¨ne Atget"
"35690","French",1902,"Eug¨¨ne Atget"
"35691","French",1899,"Eug¨¨ne Atget"
"35692","French",1902,"Eug¨¨ne Atget"
"35696","French",1902,"Eug¨¨ne Atget"
"35697","French",1899,"Eug¨¨ne Atget"
"35698","French",1899,"Eug¨¨ne Atget"
"35699","French",1902,"Eug¨¨ne Atget"
"35700","French",1912,"Eug¨¨ne Atget"
"35702","French",1902,"Eug¨¨ne Atget"
"35703","French",1912,"Eug¨¨ne Atget"
"35704","French",1924,"Eug¨¨ne Atget"
"35705","French",1924,"Eug¨¨ne Atget"
"35706","Hungarian",1935,"Rogi Andr¨¦ (Rozsa Klein)"
"35707","American",1933,"Berenice Abbott"
"35709","Russian",1930,"Aleksandr Rodchenko"
"35710","American",1979,"Harry Callahan"
"35711","American",1982,"Jim Bengston"
"35712","American",1985,"Jo Ann Callis"
"35713","American",1929,"Berenice Abbott"
"35714","Hungarian",1935,"Rogi Andr¨¦ (Rozsa Klein)"
"35715","American",1932,"Berenice Abbott"
"35716","American",1927,"Berenice Abbott"
"35719","American",1974,"Robert Cumming"
"35720","American",1991,"Peter Campus"
"35721","American",1968,"Diane Arbus"
"35722","Hungarian",1935,"Rogi Andr¨¦ (Rozsa Klein)"
"35725","British",1852,"Alfred Capel-Cure"
"35726","American",1970,"Robert Cumming"
"35727","American",1991,"Peter Campus"
"35728","American",1964,"Diane Arbus"
"35729","American",1932,"Walker Evans"
"35730","Hungarian",1935,"Rogi Andr¨¦ (Rozsa Klein)"
"35731","American",1938,"Alexander Alland"
"35733","British",1852,"Alfred Capel-Cure"
"35734","American",1975,"Robert Cumming"
"35735","American",1985,"James Casebere"
"35736","American",1965,"Diane Arbus"
"35737","American",1932,"Walker Evans"
"35738","Hungarian",1935,"Rogi Andr¨¦ (Rozsa Klein)"
"35741","American",1928,"Berenice Abbott"
"35742","British",1852,"Alfred Capel-Cure"
"35743","American",1970,"Robert Cumming"
"35744","American",1982,"James Casebere"
"35745","American",1968,"Diane Arbus"
"35746","American",1932,"Walker Evans"
"35747","Hungarian",1935,"Rogi Andr¨¦ (Rozsa Klein)"
"35748","French",1871,"Eug¨¨ne Atget"
"35751","British",1852,"Alfred Capel-Cure"
"35752","American",1974,"Robert Cumming"
"35753","British",1858,"Edward Cheney"
"35754","American",1965,"Diane Arbus"
"35755","American",1932,"Walker Evans"
"35756","Hungarian",1935,"Rogi Andr¨¦ (Rozsa Klein)"
"35757","French",1871,"Eug¨¨ne Atget"
"35758","American",1968,"Robert Adams"
"35761","American",1974,"Robert Cumming"
"35762","American",1991,"Mariana Cook"
"35763","American",1932,"Walker Evans"
"35764","Hungarian",1935,"Rogi Andr¨¦ (Rozsa Klein)"
"35765","French",1871,"Eug¨¨ne Atget"
"35768","British",1853,"Alfred Capel-Cure"
"35769","American",1975,"Robert Cumming"
"35770","British",1985,"John Coplans"
"35771","German",1935,"Hans Bellmer"
"35772","American",1933,"Walker Evans"
"35773","Hungarian",1935,"Rogi Andr¨¦ (Rozsa Klein)"
"35774","French",1871,"Eug¨¨ne Atget"
"35776","American",1948,"Berenice Abbott"
"35777","British",1854,"Alfred Capel-Cure"
"35778","American",1974,"Robert Cumming"
"35779","American",1974,"Lee Friedlander"
"35780","German",1936,"Hans Bellmer"
"35781","American",1932,"Walker Evans"
"35782","Hungarian",1935,"Rogi Andr¨¦ (Rozsa Klein)"
"35783","French",1871,"Eug¨¨ne Atget"
"35784","British",1876,"Captain William de Wiveleslie Abney"
"35787","American",1974,"Robert Cumming"
"35788","American",1976,"Lee Friedlander"
"35789","American",1988,"Geoffrey Biddle"
"35790","American",1932,"Walker Evans"
"35793","American",1937,"Berenice Abbott"
"35795","American",1974,"Robert Cumming"
"35796","American",1981,"Lee Friedlander"
"35797","French",1850,"Auguste Rosalie Bisson, Louis-Auguste Bisson"
"35798","American",1932,"Walker Evans"
"35799","French",1871,"Eug¨¨ne Atget"
"35800","American",1962,"Michael Ciavolino"
"35801","American",1901,"Edward Steichen"
"35804","Czech",1980,"Tom Drahos"
"35805","American",1989,"Ken Graves"
"35806","French",1938,"Brassa<U+00EF> (Gyula Hal¨¢sz)"
"35807","American",1932,"Walker Evans"
"35808","French",1871,"Eug¨¨ne Atget"
"35809","American",1962,"William R. Current"
"35810","American",1901,"Edward Steichen"
"35812","British",1853,"Alfred Capel-Cure"
"35813","American",1930,"Trude Fleischmann"
"35814","American",1990,"Ken Graves"
"35816","American",1932,"Walker Evans"
"35818","American",1961,"William R. Current"
"35819","American",1961,"William R. Current"
"35820","American",1961,"William R. Current"
"35824","American",1965,"Lee Friedlander"
"35825","American",1989,"Ken Graves"
"35826","French",1931,"Brassa<U+00EF> (Gyula Hal¨¢sz)"
"35827","American",1932,"Walker Evans"
"35832","American",1965,"Lee Friedlander"
"35833","American",1855,"John B. Greene"
"35835","American",1932,"Walker Evans"
"35836","American",1933,"Ansel Adams"
"35837","French",1871,"Eug¨¨ne Atget"
"35838","American",1963,"Dwain Faubion"
"35840","American",1846,"George Barnard"
"35842","American",1972,"Lee Friedlander"
"35843","American",1855,"John B. Greene"
"35845","American",1990,"Jeanne Dunning"
"35846","American",1932,"Walker Evans"
"35847","American",1933,"Ansel Adams"
"35848","French",1871,"Eug¨¨ne Atget"
"35849","American",1957,"Tim Kantor"
"35854","American",1973,"Lee Friedlander"
"35855","American",1855,"John B. Greene"
"35857","American",1932,"Walker Evans"
"35858","American",1935,"Ansel Adams"
"35859","French",1922,"Eug¨¨ne Atget"
"35860","American",1911,"Lewis W. Hine"
"35861","American",1963,"Joel Meyerowitz"
"35862","American",1901,"Edward Steichen"
"35865","American",1917,"Paul L. Anderson"
"35866","British",1854,"Alfred Capel-Cure"
"35867","American",1977,"Lee Friedlander"
"35868","American",1853,"John B. Greene"
"35869","French",1939,"Brassa<U+00EF> (Gyula Hal¨¢sz)"
"35870","American",1993,"Louise Lawler"
"35871","American",1932,"Walker Evans"
"35872","American",1938,"Ansel Adams"
"35873","French",1871,"Eug¨¨ne Atget"
"35874","American",1923,"L¨¢szl¨® Moholy-Nagy"
"35875","American",1898,"Edward Steichen"
"35878","American",1918,"Paul L. Anderson"
"35879","British",7,"Alfred Capel-Cure"
"35880","American",1976,"Lee Friedlander"
"35881","American",1855,"John B. Greene"
"35883","American",1996,"Kiki Smith"
"35884","American",1932,"Walker Evans"
"35885","American",1932,"Ansel Adams"
"35886","French",1905,"Eug¨¨ne Atget"
"35887","American",1941,"Helen Levitt"
"35888","American",1902,"Edward Steichen"
"35889","American",1963,"Stephen Perrin"
"35890","American",1898,"Edward Steichen"
"35893","American",1909,"Paul L. Anderson"
"35895","American",1855,"John B. Greene"
"35896","Swiss",1937,"Florence Henri"
"35897","French",1939,"Brassa<U+00EF> (Gyula Hal¨¢sz)"
"35898","American",1932,"Walker Evans"
"35899","American",1927,"Ansel Adams"
"35900","French",1871,"Eug¨¨ne Atget"
"35901","American",1940,"Eliot Elisofon"
"35904","American",1929,"Alfred Stieglitz"
"35905","French",1908,"Jacques-Henri Lartigue"
"35906","American",1961,"David Vestal"
"35907","American",1898,"Edward Steichen"
"35908","American",1958,"Berenice Abbott"
"35910","American",1915,"Paul L. Anderson"
"35911","British",1854,"Alfred Capel-Cure"
"35914","French",1958,"Brassa<U+00EF> (Gyula Hal¨¢sz)"
"35915","American",1932,"Walker Evans"
"35916","American",1931,"Ansel Adams"
"35917","American",1884,"Eadweard J. Muybridge"
"35918","American",1940,"Helen Levitt"
"35919","American",1910,"Alfred Stieglitz"
"35920","French",1905,"Jacques-Henri Lartigue"
"35921","American",1961,"David Vestal"
"35922","American",1899,"Edward Steichen"
"35923","American",1969,"Duane Michals"
"35925","American",1934,"Paul L. Anderson"
"35927","American",1855,"John B. Greene"
"35928","American",1990,"Ken Josephson"
"35929","French",1957,"Brassa<U+00EF> (Gyula Hal¨¢sz)"
"35930","American",1932,"Walker Evans"
"35931","American",1933,"Ansel Adams"
"35932","American",1939,"Ruth Bernhard"
"35933","American",1884,"Eadweard J. Muybridge"
"35934","American",1902,"Alfred Stieglitz"
"35935","French",1908,"Jacques-Henri Lartigue"
"35936","American",1961,"David Vestal"
"35937","American",1901,"Edward Steichen"
"35938","American",1969,"Duane Michals"
"35939","American",1914,"Paul L. Anderson"
"35940","American",1972,"Harry Callahan"
"35942","American",1982,"Birney Imes III"
"35943","American",1960,"William Klein"
"35944","French",1840,"Antoine-Francois-Jean Claudet"
"35945","American",1932,"Walker Evans"
"35946","American",1932,"Ansel Adams"
"35947","French",1900,"Pierre Betz"
"35948","American",1884,"Eadweard J. Muybridge"
"35950","American",1916,"Alfred Stieglitz"
"35951","French",1906,"Jacques-Henri Lartigue"
"35952","American",1961,"David Vestal"
"35953","American",1968,"Duane Michals"
"35955","British",22,"Alfred Capel-Cure"
"35956","American",1980,"Birney Imes III"
"35957","American",1955,"William Klein"
"35958","American",1973,"Bruce Conner"
"35959","American",1932,"Walker Evans"
"35960","American",1932,"Ansel Adams"
"35962","American",1884,"Eadweard J. Muybridge"
"35963","American",1935,"Alfred Stieglitz"
"35964","French",1906,"Jacques-Henri Lartigue"
"35966","American",1961,"David Vestal"
"35968","American",1969,"Duane Michals"
"35970","American",1911,"Paul L. Anderson"
"35972","British",11,"Alfred Capel-Cure"
"35973","American",1982,"Birney Imes III"
"35975","American",1971,"Arnold Crane"
"35976","American",1932,"Walker Evans"
"35977","American",1938,"Ansel Adams"
"35978","French",1900,"Pierre Betz"
"35979","German",1900,"Arnold von Borsig"
"35980","American",1884,"Eadweard J. Muybridge"
"35983","French",1912,"Jacques-Henri Lartigue"
"35985","American",1958,"David Vestal"
"35986","American",1899,"Edward Steichen"
"35987","American",1968,"Duane Michals"
"35991","American",1944,"Ansel Adams"
"35992","British",11,"Alfred Capel-Cure"
"35993","American",1893,"Edwin Hale Lincoln"
"35995","American",1960,"William Klein"
"35997","American",1932,"Walker Evans"
"35998","American",1938,"Ansel Adams"
"35999","French",1900,"Pierre Betz"
"36000","German",1900,"Arnold von Borsig"
"36001","American",1884,"Eadweard J. Muybridge"
"36002","American",1944,"Adrian Siegel"
"36003","American",1916,"Alfred Stieglitz"
"36004","French",1914,"Jacques-Henri Lartigue"
"36006","American",1901,"Edward Steichen"
"36007","American",1967,"Emmet Gowin"
"36008","American",1908,"Alvin Langdon Coburn"
"36009","American",1974,"Lee Friedlander"
"36010","American",1939,"Ansel Adams"
"36011","British",1,"Alfred Capel-Cure"
"36012","British",1865,"James Mudd"
"36014","American",1955,"William Klein"
"36015","American",1929,"Walker Evans"
"36016","American",1932,"Walker Evans"
"36017","American",1938,"Ansel Adams"
"36019","American",1938,"Joseph Breitenbach"
"36020","American",1884,"Eadweard J. Muybridge"
"36021","American",1923,"Alfred Stieglitz"
"36022","French",1912,"Jacques-Henri Lartigue"
"36024","American",1956,"David Vestal"
"36026","American",1968,"Murray Riss"
"36028","American",1941,"Paul L. Anderson"
"36029","American",1974,"Lee Friedlander"
"36031","British",11,"Alfred Capel-Cure"
"36032","American",1931,"James Bartlett Rich"
"36033","American",1981,"Nicholas Africano"
"36036","American",1956,"William Klein"
"36037","British",1855,"Roger Fenton"
"36038","American",1932,"Walker Evans"
"36039","American",1938,"Ansel Adams"
"36040","American",1937,"Dr. Harold E. Edgerton"
"36041","American",1884,"Eadweard J. Muybridge"
"36042","American",1900,"William Vandivert"
"36043","American",1931,"Alfred Stieglitz"
"36044","French",1905,"Jacques-Henri Lartigue"
"36045","French",1862,"Etienne Carjat"
"36046","American",1961,"David Vestal"
"36048","American",1968,"Murray Riss"
"36050","American",1943,"Paul L. Anderson"
"36051","American",1977,"Lee Friedlander"
"36052","British",4,"Alfred Capel-Cure"
"36053","American",1915,"James Bartlett Rich"
"36054","American",1967,"Diane Arbus"
"36056","American",1988,"Tina Barney"
"36057","American",1955,"William Klein"
"36058","American",1979,"Lee Friedlander"
"36059","American",1932,"Walker Evans"
"36060","American",1938,"Ansel Adams"
"36061","American",1940,"Eliot Elisofon"
"36062","American",1900,"Stanley T. Clough"
"36063","American",1884,"Eadweard J. Muybridge"
"36064","American",1940,"Edward Weston"
"36065","American",1927,"Alfred Stieglitz"
"36066","French",1912,"Jacques-Henri Lartigue"
"36068","American",1903,"Edward Steichen"
"36069","American",1970,"Murray Riss"
"36070","American",1973,"Lynn Davis"
"36071","American",1920,"Paul L. Anderson"
"36072","American",1979,"Benno Friedman"
"36073","American",1948,"Ansel Adams"
"36076","Italian",1860,"Felice Beato"
"36078","Italian",1858,"Felice Beato"
"36079","American",1955,"William Klein"
"36080","American",1853,"John B. Greene"
"36081","American",1932,"Walker Evans"
"36083","American",1937,"Dorothea Lange"
"36084","American",1884,"Eadweard J. Muybridge"
"36085","American",1941,"Edward Weston"
"36086","American",1923,"Alfred Stieglitz"
"36087","French",1911,"Jacques-Henri Lartigue"
"36089","American",1903,"Edward Steichen"
"36091","Japanese",1957,"Ken Domon"
"36092","American",1910,"Paul L. Anderson"
"36093","American",1979,"Benno Friedman"
"36096","German",1924,"August Sander"
"36099","British",1927,"Cecil Beaton"
"36100","American",1956,"William Klein"
"36101","American",1853,"John B. Greene"
"36102","American",1932,"Walker Evans"
"36104","American",1940,"Ansel Adams"
"36105","American",1936,"Walker Evans"
"36106","American",1941,"Lisette Model"
"36107","American",1884,"Eadweard J. Muybridge"
"36108","American",1945,"Edward Weston"
"36109","American",1925,"Alfred Stieglitz"
"36110","French",1911,"Jacques-Henri Lartigue"
"36113","Japanese",1957,"Ken Domon"
"36114","American",1942,"Paul L. Anderson"
"36116","British",1856,"Alfred Capel-Cure"
"36117","American",1949,"Aaron Siskind"
"36120","Polish",1944,"Mieczyslaw Berman"
"36121","American",1961,"William Klein"
"36122","British",1843,"David Octavius Hill, Robert Adamson"
"36123","American",1932,"Walker Evans"
"36125","American",1940,"Ansel Adams"
"36127","American",1942,"Lisette Model"
"36128","American",1884,"Eadweard J. Muybridge"
"36129","American",1927,"Alfred Stieglitz"
"36130","French",1910,"Jacques-Henri Lartigue"
"36131","French",1872,"Nadar (Gaspard-F¨¦lix Tournachon)"
"36132","American",1932,"Ansel Adams"
"36133","American",1902,"Edward Steichen"
"36134","American",1945,"Brett Weston"
"36135","American",1945,"Brett Weston"
"36136","American",1945,"Brett Weston"
"36137","American",1945,"Brett Weston"
"36138","American",1945,"Brett Weston"
"36139","American",1945,"Brett Weston"
"36140","American",1947,"Brett Weston"
"36141","American",1945,"Brett Weston"
"36142","American",1947,"Brett Weston"
"36143","American",1946,"Brett Weston"
"36144","American",1945,"Brett Weston"
"36145","American",1945,"Brett Weston"
"36146","American",1945,"Brett Weston"
"36147","Japanese",1957,"Ken Domon"
"36148","American",1939,"Paul L. Anderson"
"36151","British",22,"Alfred Capel-Cure"
"36152","American",1953,"Aaron Siskind"
"36155","American",1987,"Kenneth J. Botto"
"36156","American",1960,"William Klein"
"36158","American",1932,"Walker Evans"
"36159","American",1890,"Henry F. Swift"
"36160","American",1940,"Ansel Adams"
"36161","American",1861,"Alexander Gardner"
"36162","American",1942,"Lisette Model"
"36163","American",1884,"Eadweard J. Muybridge"
"36164","American",1945,"Cedric Wright"
"36165","American",1927,"Alfred Stieglitz"
"36166","French",1912,"Jacques-Henri Lartigue"
"36168","American",1944,"Ansel Adams"
"36169","American",1905,"Edward Steichen"
"36172","Japanese",1957,"Ken Domon"
"36173","American",1911,"Paul L. Anderson"
"36174","American",1977,"Jan Groover"
"36175","American",1950,"Ansel Adams"
"36176","British",27,"Alfred Capel-Cure"
"36177","American",1955,"Aaron Siskind"
"36180","French",1932,"Brassa<U+00EF> (Gyula Hal¨¢sz)"
"36181","American",1987,"William Klein"
"36183","American",1932,"Walker Evans"
"36184","American",1937,"Brett Weston"
"36185","American",1940,"Ansel Adams"
"36187","American",1938,"Lisette Model"
"36188","American",1884,"Eadweard J. Muybridge"
"36189","American",1945,"Cedric Wright"
"36190","American",1927,"Alfred Stieglitz"
"36191","French",1912,"Jacques-Henri Lartigue"
"36192","French",1872,"Nadar (Gaspard-F¨¦lix Tournachon)"
"36194","American",1971,"Maureen Bisilliat"
"36195","Japanese",1957,"Ken Domon"
"36196","American",1942,"Paul L. Anderson"
"36198","American",1947,"Ansel Adams"
"36199","British",28,"Alfred Capel-Cure"
"36200","American",1950,"Aaron Siskind"
"36203","British",1872,"Julia Margaret Cameron"
"36205","American",1956,"William Klein"
"36206","American",1990,"David Levinthal"
"36208","American",1932,"Walker Evans"
"36209","American",1937,"Brett Weston"
"36210","American",1939,"Ansel Adams"
"36211","American",1935,"Theodor Jung"
"36212","American",1942,"Lisette Model"
"36213","American",1884,"Eadweard J. Muybridge"
"36214","American",1945,"Cedric Wright"
"36215","American",1927,"Alfred Stieglitz"
"36216","French",1911,"Jacques-Henri Lartigue"
"36219","American",1908,"Edward Steichen"
"36220","American",1972,"Harry Callahan"
"36221","Japanese",1957,"Ken Domon"
"36222","American",1944,"Paul L. Anderson"
"36223","Japanese",1959,"Ishimoto Yasuhiro"
"36224","British",7,"Alfred Capel-Cure"
"36225","American",1980,"Aaron Siskind"
"36228","American",1900,"William Henry Jackson"
"36229","French",1925,"Eug¨¨ne Atget"
"36230","American",1955,"William Klein"
"36231","American",1971,"Helen Levitt"
"36232","American",1932,"Walker Evans"
"36233","American",1934,"Brett Weston"
"36234","American",1939,"Ansel Adams"
"36235","American",1938,"Lisette Model"
"36236","American",1884,"Eadweard J. Muybridge"
"36237","American",1904,"Cedric Wright"
"36239","French",1911,"Jacques-Henri Lartigue"
"36242","American",1901,"Edward Steichen"
"36243","American",1972,"Harry Callahan"
"36244","Japanese",1957,"Ken Domon"
"36245","American",1911,"Paul L. Anderson"
"36246","American",1956,"William Klein"
"36247","American",1948,"Ansel Adams"
"36249","American",1951,"Aaron Siskind"
"36251","American",1952,"Harry Callahan"
"36252","",1906,"Unknown photographer"
"36253","American",1931,"Ilse Bing"
"36254","American",1955,"William Klein"
"36255","American",1976,"Helen Levitt"
"36256","American",1932,"Walker Evans"
"36257","American",1938,"Brett Weston"
"36258","American",1940,"Ansel Adams"
"36259","American",1937,"Dorothea Lange"
"36261","American",1884,"Eadweard J. Muybridge"
"36262","American",1945,"Cedric Wright"
"36263","American",1924,"Alfred Stieglitz"
"36264","French",1909,"Jacques-Henri Lartigue"
"36268","American",1972,"Harry Callahan"
"36269","Japanese",1957,"Ken Domon"
"36271","American",1954,"William Klein"
"36272","American",1948,"Ansel Adams"
"36273","British",3,"Alfred Capel-Cure"
"36274","American",1960,"Aaron Siskind"
"36276","American",1945,"Harry Callahan"
"36277","French",1862,"Guillaume-Benjamin-Armand Duchenne de Boulogne"
"36278","American",1861,"Mathew B. Brady (studio of)"
"36279","American",1955,"William Klein"
"36280","American",1946,"George Platt Lynes"
"36281","American",1937,"Brett Weston"
"36282","American",1939,"Ansel Adams"
"36283","American",1936,"Dorothea Lange"
"36284","French",1934,"Henri Cartier-Bresson"
"36285","American",1942,"Arnold Newman"
"36286","American",1884,"Eadweard J. Muybridge"
"36287","American",1904,"Cedric Wright"
"36288","American",1936,"Alfred Stieglitz"
"36289","French",1912,"Jacques-Henri Lartigue"
"36291","American",1959,"Roy DeCarava"
"36292","Japanese",1957,"Ken Domon"
"36294","American",1955,"William Klein"
"36296","British",31,"Alfred Capel-Cure"
